structure,atom_number,element,raw_displacement_A,corrected_displacement_A,dx_A,dy_A,dz_A,initial_frac_x,initial_frac_y,initial_frac_z,relaxed_frac_x,relaxed_frac_y,relaxed_frac_z
vacancy_O1,39,O,0.019860355967292128,0.019860355967292964,-0.00013483433845162427,-0.019859310548261434,-0.00015278545897960146,0.74823457,0.62833205,0.99646912,0.7480137064496859,0.6265746973962587,0.9960582583593384
vacancy_O1,40,O,0.01100825814275774,0.011008258142756296,-0.0024461688956466726,0.009119892334231198,-0.005659113789593039,0.25176543,0.37166795,0.00353088,0.251442884313326,0.3724749702890708,0.0032175657511544
vacancy_O1,41,O,0.06768004293446224,0.06768004293446338,0.003383653727577025,-0.06596527542386911,0.014755390110591793,0.25176543,0.37166795,0.50353087,0.2516794907173972,0.3658306754258934,0.5034475566715338
vacancy_O1,42,O,0.012665083180784744,0.012665083180783155,-0.003960215037844459,0.00642309535650035,-0.010171768522311674,0.25176543,0.87166796,0.00353088,0.2511600501626539,0.8722363404239526,0.0027774286881304
vacancy_O1,43,O,0.029335148659771985,0.029335148659770768,-0.0023085050017413707,0.02805510996326624,-0.008254244756295107,0.25176543,0.87166796,0.50353088,0.2516550095463768,0.8741505598073994,0.5033928740401382
vacancy_O1,44,O,0.011069690621986405,0.011069690621984917,-0.0017771686058129876,0.009091227997177065,-0.006060469925370261,0.75176544,0.37166795,0.00353088,0.7515556974400812,0.3724724337786902,0.0031983948174102
vacancy_O1,45,O,0.02835661690821011,0.028356616908209877,0.002214424550744744,0.026166914233792814,0.010699843263775606,0.75176544,0.37166795,0.50353088,0.7524007514132012,0.3739834631568584,0.5049419129220978
vacancy_O1,46,O,0.012620008098160789,0.012620008098159155,-0.002842574545560206,0.006339731084831997,-0.010535282821194253,0.75176544,0.87166796,0.00353088,0.7513481566779106,0.8722289635102617,0.0027689565919606
vacancy_O1,47,O,0.008721488878087486,0.008721488878089068,0.0019641582607568065,-0.0022726902866297364,0.008187876979925318,0.75176544,0.87166796,0.50353088,0.7520747977142078,0.8714668493832443,0.5041711798499621
vacancy_O1,48,O,0.019991609855196314,0.01999160985519626,-0.0020802116761101967,-0.016865950262348484,-0.01052981033698814,0.08668553,0.28161508,0.17337106,0.0861656712467885,0.28012261018157,0.1721616278448099
vacancy_O1,49,O,0.046298274681078534,0.046298274681077806,0.017406492826210623,-0.02349618875163257,-0.03589531111556583,0.08668553,0.28161508,0.67337106,0.0893936109008549,0.2795358996387113,0.6704068588646044
vacancy_O1,50,O,0.022705840347001814,0.022705840347001353,-0.003421680475730311,-0.015505467690708782,-0.016230457796313283,0.08668553,0.78161508,0.17337106,0.0859524759920211,0.7802429994359605,0.1717119174118463
vacancy_O1,51,O,0.011276379863113828,0.011276379863114132,0.0018261625710753898,-0.010504120192823348,-0.0036722380173362995,0.08668553,0.78161508,0.67337106,0.0868894628178849,0.78068556923345,0.6729071192214269
vacancy_O1,52,O,0.017362168971895704,0.017362168971896588,0.0005344450436487675,-0.01734777844819512,0.0004624530423131938,0.58668553,0.28161508,0.17337106,0.5866028519253086,0.2800799731517045,0.1730720476091287
vacancy_O1,53,O,0.04537576520806777,0.04537576520806749,-0.03209727743385256,-0.02251102975395275,-0.022846846368123144,0.58668553,0.28161508,0.67337106,0.5810352299172034,0.2796230764682122,0.670486846083837
vacancy_O1,54,O,0.003071222460725397,0.0030712224607243894,0.0008231996948020339,0.002933515755514518,-0.0003863094328176558,0.58668553,0.78161508,0.17337106,0.5868539431836879,0.7818746671361467,0.1734151904319194
vacancy_O1,55,O,0.011449394001850004,0.011449394001850416,-0.0025526846197696886,-0.010724738233726461,-0.0030906979890706547,0.58668553,0.78161508,0.67337106,0.5861470542064844,0.7806660467184225,0.672862796554486
vacancy_O1,56,O,0.0271873990199195,0.02718739901992052,-0.0007561046726452154,0.010545740799532495,0.02504736158124155,0.41331447,0.21838492,0.32662894,0.4132918368121705,0.2193181137786765,0.3288040343556536
vacancy_O1,57,O,0.01964678819812593,0.019646788198127287,0.004397340987126018,0.0012828070111765102,0.0191053417901144,0.41331447,0.21838492,0.82662894,0.4140705987958384,0.2184984357353883,0.8282507230473779
vacancy_O1,58,O,0.0173853072455103,0.01738530724550979,0.0011173299710417986,0.01693496715715088,0.003769266393186861,0.41331447,0.71838492,0.32662894,0.4136722498461461,0.7198834971311432,0.3272865589622834
vacancy_O1,59,O,0.014859370273440345,0.014859370273440474,0.0018826295538747248,0.012111271486184922,0.008400815072003904,0.41331447,0.71838492,0.82662894,0.4137535073498771,0.7194566477636172,0.8275713928825404
vacancy_O1,60,O,0.02750911753928642,0.027509117539287246,0.012440343348800906,0.010575645288035493,0.022139221573847602,0.91331447,0.21838492,0.32662894,0.9155228864612143,0.219320760030197,0.3288336152825508
vacancy_O1,61,O,0.03531688734671872,0.03531688734671743,-0.008202568911441508,-0.004462795396273907,-0.03406000370470883,0.91331447,0.21838492,0.82662894,0.9118833823412275,0.217990006738004,0.8236871831067718
vacancy_O1,62,O,0.01748741705865094,0.017487417058650454,0.0005497232338951884,0.01700330034058572,0.004049115616666476,0.91331447,0.71838492,0.32662894,0.9135769821139146,0.7198895439421611,0.3272989067929185
vacancy_O1,63,O,0.011130772107915556,0.011130772107915026,0.00017731554739391827,0.010889535762928405,0.0022979681857882186,0.91331447,0.71838492,0.82662894,0.9134530527604426,0.7193485362333034,0.8270312507735302
vacancy_O1,64,O,0.025523566151306323,0.025523566151304883,-0.0026303473603671063,-0.0003553220220814749,-0.025385181663806742,0.41774776,0.44542296,0.33549502,0.4172995774578275,0.4453915175146653,0.333430080628195
vacancy_O1,65,O,0.04938299504886778,0.049382995048866486,-0.011566909467058245,-0.006063389227005608,-0.04762480568421337,0.41774776,0.44542296,0.83549501,0.4157319942906113,0.4448864100115359,0.8313832758138349
vacancy_O1,66,O,0.03433723942257053,0.03433723942256988,-0.018085820691763704,0.029169158110373464,0.0010532408083117352,0.41774776,0.94542296,0.33549502,0.4149814248151254,0.9480041420520979,0.3358053915786386
vacancy_O1,67,O,0.0550405426084955,0.05504054260849395,-0.013331972183236993,0.011783572881542047,-0.052085192314977775,0.41774776,0.94542296,0.83549501,0.415611625243627,0.9464656896775703,0.831352141483463
vacancy_O1,68,O,0.025550143812088682,0.025550143812087332,-0.008574809594461184,-0.00034287482021076797,-0.024065845634316414,0.91774776,0.44542296,0.33549502,0.9162948389779363,0.4453926189689461,0.3334180105853983
vacancy_O1,69,O,0.06355998109504757,0.0635599810950462,-0.014892566775558095,-0.0035313166043838937,-0.06168964625184502,0.91774776,0.44542296,0.83549502,0.9151950733231131,0.4451104734001119,0.8302569838041677
vacancy_O1,70,O,0.03474417472940624,0.034744174729405136,0.016525326876677928,0.02933273266570803,-0.008582659471777134,0.91774776,0.94542296,0.33549502,0.9208337871106846,0.9480186167827299,0.3357259331109622
vacancy_O1,71,O,0.06398813219936057,0.06398813219935902,-0.015525294771892564,0.013150983058392383,-0.0606671074735426,0.91774776,0.94542296,0.83549502,0.9152545001808283,0.946586691956518,0.8306581570645043
vacancy_O1,72,O,0.03277399593620043,0.032773995936202054,0.006839330891172024,-0.012031901608112336,0.029708445033019698,0.08225224,0.05457704,0.16450498,0.0832883701969158,0.0535123356857394,0.166747056973974
vacancy_O1,73,O,0.04897873840094809,0.04897873840094665,0.013342224861726277,0.0007452531274930098,-0.04712055229794597,0.08225224,0.05457704,0.66450498,0.0845150667057176,0.0546429875323106,0.6610574579308192
vacancy_O1,74,O,0.038481039451978144,0.038481039451979664,0.008743360101502482,-0.005596123583575148,0.03705438506138813,0.08225224,0.55457704,0.16450498,0.0836744192842598,0.5540818384003999,0.1674933483568484
vacancy_O1,75,O,0.04646831367129043,0.046468313671291825,0.01615461454588582,-0.001973446962102488,0.043525143439340774,0.08225224,0.55457704,0.66450498,0.0849633626203001,0.5544024094583824,0.6682223711599634
vacancy_O1,76,O,0.01581030858755614,0.01581030858755777,0.0022269364774463105,-0.010507693924995256,0.01160150765796583,0.58225224,0.05457704,0.16450498,0.582523884718983,0.0536472129934918,0.1652559554896278
vacancy_O1,77,O,0.04652759853695914,0.046527598536958134,-0.033037071299277965,0.0008054881933510633,-0.032752412649347605,0.58225224,0.05457704,0.66450498,0.5766756275441217,0.0546483177400016,0.6612845734669865
vacancy_O1,78,O,0.034090497640795914,0.03409049764079745,0.007728979195739843,-0.00586984398488339,0.032679807857179416,0.58225224,0.55457704,0.16450498,0.5835002164985847,0.554057616851582,0.1671222580533407
vacancy_O1,79,O,0.0464354363755531,0.04643543637555458,0.006307414137320106,-0.0018186673425865344,0.04596910622783002,0.58225224,0.55457704,0.66450498,0.5833003178173208,0.5544161059241636,0.668225478011786
vacancy_O2,1,Ga,0.05790238086816483,0.05790238086816396,0.04215970253588057,-0.03427931656687781,-0.020004340728845865,0.32941915,0.15736517,0.15883829,0.3362040104059769,0.1543317894565575,0.1574003879359517
vacancy_O2,2,Ga,0.012126212034013439,0.012126212034014436,0.0016890182735337857,0.009335376712339862,0.007552680133849711,0.32941915,0.15736517,0.65883829,0.3297977729932672,0.1581912585257053,0.6596545431308021
vacancy_O2,3,Ga,0.06326567546383295,0.06326567546383334,-0.012641630713626208,-0.06102186400841466,0.010911781602191927,0.32941915,0.65736517,0.15883829,0.3266735718415456,0.6519653384529915,0.1582355086968004
vacancy_O2,4,Ga,0.006373801890863926,0.006373801890864111,-0.00013171601632690634,-0.006342654430777305,0.0006154154749166653,0.32941915,0.65736517,0.65883829,0.3293336247209189,0.65680390780253,0.6587578250544782
vacancy_O2,5,Ga,0.05698871784033834,0.0569887178403387,-0.045695160872443824,-0.03402764976401598,0.0013361457497896557,0.82941915,0.15736517,0.15883829,0.8213553757855334,0.1543540594799911,0.1573689028994947
vacancy_O2,6,Ga,0.007026992396586066,0.007026992396585161,-0.0011470099596762424,0.00569071210180056,-0.003959644689677322,0.82941915,0.15736517,0.6588383,0.8292820148516074,0.1578687417481198,0.6586163767741665
vacancy_O2,7,Ga,0.06316570801130246,0.06316570801130247,0.01664713843453822,-0.06082474728645608,0.003623474582385745,0.82941915,0.65736517,0.15883829,0.8316265642227991,0.6519827813336864,0.1582378680176829
vacancy_O2,8,Ga,0.017057991615529927,0.017057991615531093,0.002678379510320603,-0.011644780506853275,0.012173760639236905,0.82941915,0.65736517,0.6588383,0.8297557664975835,0.6563347220751345,0.6596206744936498
vacancy_O2,9,Ga,0.047924822028099105,0.04792482202809832,-0.006325926769179192,0.041462474679989134,-0.023186944825637122,0.17058085,0.34263483,0.3411617,0.1699250384243808,0.3463038490054367,0.3400321690691119
vacancy_O2,10,Ga,0.048115809841935975,0.04811580984193756,-0.0039512591866191545,0.019860902032633677,0.04364703057523822,0.17058085,0.34263483,0.8411617,0.1701110087992525,0.3443923234343709,0.8449299252482991
vacancy_O2,11,Ga,0.014188344830525241,0.014188344830523735,-0.0033715265864926384,0.003688224048952513,-0.013279267331865536,0.17058085,0.84263483,0.3411617,0.1700477063205458,0.8429612013571454,0.3401196466596539
vacancy_O2,12,Ga,0.0060373229800983344,0.006037322980098239,-0.0029159585970751807,0.005194392239752934,-0.0009822135642313838,0.17058085,0.84263483,0.8411617,0.170139738433317,0.8430944823482122,0.8411304967215658
vacancy_O2,13,Ga,0.03967686991507782,0.03967686991507702,-0.0053866214386341016,0.03404115259567236,-0.019658032599752715,0.67058085,0.34263483,0.3411617,0.6700098022134866,0.3456471353870871,0.3401814553601382
vacancy_O2,14,Ga,0.047962010402878646,0.047962010402879764,0.0234682298234702,0.01978728593735561,0.03685186489273045,0.67058085,0.34263483,0.8411617,0.6747453144829622,0.3443858091378952,0.8449291961673889
vacancy_O2,15,Ga,0.02163028420859593,0.021630284208594416,-0.005196237042683816,0.00509080509998859,-0.020370371105474235,0.67058085,0.84263483,0.3411617,0.6697532429018234,0.8430853159106696,0.3395514064492374
vacancy_O2,16,Ga,0.00632505009650338,0.006325050096502581,0.0022842520624407046,0.005389513789471569,-0.0023961620044559793,0.67058085,0.84263483,0.8411617,0.6710207375133694,0.8431117486758931,0.8411246326797049
vacancy_O2,17,Ga,0.3612465414487453,0.3612465414487466,0.07290615894311382,-0.19908717302549542,0.29248598809782134,0.0452367,0.397393,0.09047439,0.0555752519007559,0.3797757538706525,0.1110490194631659
vacancy_O2,18,Ga,0.007927126720120399,0.007927126720121873,0.0013522154686631286,-0.00316622759650824,0.007140437953675388,0.0452367,0.397393,0.59047439,0.0454337019224164,0.397112820167108,0.5910020819477477
vacancy_O2,19,Ga,0.019036366092779054,0.019036366092780404,0.0036428222725775946,0.009681054089564907,0.015980934629229,0.0452367,0.897393,0.09047439,0.0459490452317712,0.8982496775553418,0.0920019673003147
vacancy_O2,20,Ga,0.005880659871751201,0.005880659871751864,-0.0017576666570557967,0.00527612632573917,0.001911873281561577,0.0452367,0.897393,0.59047439,0.0449922033850273,0.8978598850065904,0.5906962626070575
vacancy_O2,21,Ga,0.045128515954253386,0.04512851595425181,-0.01041349402874607,-0.00011069413072424746,-0.04391047530095585,0.5452367,0.397393,0.09047439,0.5434752801444757,0.3973832046640353,0.0867975727537474
vacancy_O2,22,Ga,0.007995814811470011,0.007995814811471533,0.0010339195478650178,-0.0029857050558528275,0.0073450411971169366,0.5452367,0.397393,0.59047439,0.5453816970841205,0.3971287946268499,0.5910156105165228
vacancy_O2,23,Ga,0.04246972043219392,0.04246972043219451,0.0033584656247898936,-0.03956450353128849,0.015068109455353872,0.5452367,0.897393,0.09047439,0.5454098163929587,0.8938919326730412,0.0909419250995232
vacancy_O2,24,Ga,0.005456484502630653,0.005456484502630893,0.0010301119538083789,0.005257153496448388,0.001036546962203193,0.5452367,0.897393,0.59047439,0.5454632652833818,0.897858206098812,0.5906813815503066
vacancy_O2,25,Ga,0.024164496286553924,0.024164496286552675,-0.011221898009509772,0.006914429217445036,-0.0202529640903232,0.4547633,0.102607,0.40952561,0.4529352925863625,0.1032188586120668,0.4078427903251853
vacancy_O2,26,Ga,0.018745683612301025,0.018745683612299443,-0.004057825172719276,0.00047400174279324547,-0.018295082161824437,0.4547633,0.102607,0.9095256,0.4540820854629254,0.1026489444670474,0.9080095568088108
vacancy_O2,27,Ga,0.020100278661493935,0.020100278661493304,-0.00043802327739513394,0.01868290911821119,-0.007401232651309126,0.4547633,0.602607,0.40952561,0.4548755935838887,0.604260252710086,0.4093047546347207
vacancy_O2,28,Ga,0.011870981934924252,0.011870981934922692,-0.0021220066380094604,-0.002677322472856002,-0.011368783765374592,0.4547633,0.602607,0.90952561,0.4543778893428411,0.6023700834359886,0.9085320782380497
vacancy_O2,29,Ga,0.02445280790485942,0.024452807904857772,0.0007945667536477946,0.007022758043400789,-0.023409172295699006,0.9547633,0.102607,0.40952561,0.9549676579170201,0.1032284446419489,0.4078311869884848
vacancy_O2,30,Ga,0.010649141065738452,0.010649141065736969,-0.0018269327564693976,0.004111247251771187,-0.009652158731398302,0.9547633,0.102607,0.90952561,0.954495476358005,0.1029708047275089,0.9088089497249773
vacancy_O2,31,Ga,0.020370027593780607,0.02037002759378006,-0.002425396762085116,0.0189826821755589,-0.006979487956830819,0.9547633,0.602607,0.40952561,0.9545426342313496,0.6042867796613405,0.409305087503386
vacancy_O2,32,Ga,0.020376023200073243,0.0203760232000741,0.003506266721510452,-0.01681768204707543,0.010956914971426176,0.9547633,0.602607,0.90952561,0.9551882710505495,0.6011188014413189,0.9101248651125023
vacancy_O2,33,O,0.012655811414265377,0.012655811414263987,-0.0023986514617357056,0.00611743893255636,-0.010816329073441298,0.24823457,0.12833205,0.49646912,0.2478901111607805,0.1288733828529322,0.4956892572555617
vacancy_O2,34,O,0.004042135843072417,0.004042135843073433,0.0022948076879982945,0.0015395996381215062,0.002949975051294336,0.24823457,0.12833205,0.99646912,0.2486378439462809,0.1284682893435662,0.9967779841150654
vacancy_O2,35,O,0.01346870606330011,0.013468706063300218,0.0007310413360072485,-0.013417189574405013,0.0009223044557553726,0.24823457,0.62833205,0.49646912,0.2482243274523742,0.6271447613992114,0.4962887119365371
vacancy_O2,36,O,0.014135063641683964,0.014135063641682854,0.004647450860991203,0.010659827113466962,-0.008035503130488552,0.24823457,0.62833205,0.99646912,0.2491265014551824,0.6292753392893115,0.9961378384234949
vacancy_O2,37,O,0.031366357824136465,0.03136635782413503,-0.006724190455606447,0.012680399196506273,-0.027889803550503023,0.74823457,0.12833205,0.49646912,0.7472243712739366,0.1294541399381329,0.4943859694987728
vacancy_O2,38,O,0.0035698978007803004,0.003569897800781786,0.00039220688112381945,0.001514575173551349,0.003208801351608987,0.74823457,0.12833205,0.99646912,0.7483159752854395,0.1284660749259074,0.996760624863447
vacancy_O2,39,O,0.014747706032391674,0.014747706032392316,0.001999686937852073,-0.013361672549405209,0.005912849740261951,0.74823457,0.62833205,0.49646912,0.7484393353050063,0.627149674106941,0.4967091182498565
vacancy_O2,40,O,0.012267110067711627,0.012267110067711116,-0.006202771630378808,0.009300526798970593,-0.005050526188065661,0.74823457,0.62833205,0.99646912,0.747278803002046,0.6291550546529873,0.9961338288097334
vacancy_O2,41,O,0.061949080332138896,0.06194908033214046,-0.03747394955648494,0.01092949515932933,0.0481034073034147,0.25176543,0.37166795,0.00353088,0.2455397734975386,0.3726351022447444,0.006815663713771
vacancy_O2,42,O,0.019540533776945205,0.01954053377694394,-0.004419038609572055,0.011119813849060918,-0.01544843998652393,0.25176543,0.37166795,0.50353087,0.2511293334840138,0.3726519435668098,0.5024450769659643
vacancy_O2,43,O,0.042035333020239166,0.042035333020239186,-0.0032543214386505214,0.041908905160326755,0.00014927276740245012,0.25176543,0.87166796,0.00353088,0.2516333006991225,0.8753764836883966,0.0043148248424448
vacancy_O2,44,O,0.016186118662060683,0.01618611866206,-0.0026309056589552187,0.014363720809823736,-0.0069822845296794505,0.25176543,0.87166796,0.50353088,0.2514639564771771,0.872939007255302,0.5032139694469949
vacancy_O2,45,O,0.06230874190283089,0.06230874190283121,0.05604432236165317,0.010657024369691456,0.02505675717487279,0.75176544,0.37166795,0.00353088,0.7613455634209656,0.3726109912742024,0.0068229676927883
vacancy_O2,46,O,0.013841181779531296,0.013841181779529784,-0.004031229122941446,-0.0007510084463104549,-0.013219814337800147,0.75176544,0.37166795,0.50353088,0.7510765034165942,0.3716014931788859,0.5023920353563356
vacancy_O2,47,O,0.0420634572424474,0.04206345724244731,0.0022557782351397887,0.04198395655775024,-0.0012622565103828215,0.75176544,0.87166796,0.00353088,0.752565496433124,0.8753831249949191,0.0043128347797872
vacancy_O2,48,O,0.02115392594224218,0.021153925942241122,-0.004080644573334996,0.01536996994066682,-0.013949944324581801,0.75176544,0.87166796,0.50353088,0.7512289360268675,0.8730280503530371,0.5026549339061145
vacancy_O2,49,O,0.009618820203899259,0.009618820203898953,0.0012713226404931293,-0.00941622915030004,-0.0014966861553926604,0.08668553,0.28161508,0.67337106,0.086806521979275,0.2807818368330486,0.6730898777195451
vacancy_O2,50,O,0.012178404571116342,0.012178404571115176,-0.0015075850518635292,-0.008359739322962152,-0.008726710930314867,0.08668553,0.78161508,0.17337106,0.0863473075257526,0.7808753257356158,0.1724850398225333
vacancy_O2,51,O,0.011602104680771596,0.011602104680770728,-0.0030207574766219747,-0.009000440352453936,-0.006669027721708265,0.08668553,0.78161508,0.67337106,0.0860851279648603,0.7808186300301098,0.6726052060266641
vacancy_O2,52,O,0.022062517132963484,0.022062517132962475,-0.0029612586817726466,-0.01689560818075951,-0.013875303004408267,0.58668553,0.28161508,0.17337106,0.5860164416715008,0.2801199857490643,0.1718793524962524
